mod_code	motif	offset	frac_mod	high_count	low_count	mid_count	log_odds
m	CG	0	0.827505	20046142	4178656	6838624	11.480316
h	CG	0	0.005080959	136929	26812511	4113982	8.968785
m	CA	0	0.0028598653	419517	146271645	621911	-5.1822453
m	CT	0	0.0008538487	98976	115818509	198354	-6.7412934
m	CC	0	0.0006174308	45651	73891384	74505	-6.965898
h	CA	0	0.000017464114	2571	147213600	96902	-5.1849236
h	CT	0	0.000005418191	629	116089780	25430	-6.7001953
h	CC	0	0.000003216187	238	74000430	10872	-7.2305546
a	A	0	0.00000004053361	25	616772092	20068	0
